Class,File,Surface Area,Volume,Compactness,Bounding Box Volume,Rectangularity,Diameter,Convexity,Eccentricity
Insect,m10.obj,4.32033422808581,0.002872982699459865,1.1576208957606811e-05,1.89974072655461,0.0015123025259717083,2.2586354246276175,0.005324662547077996,30.350541909709907
Insect,D00590.obj,1.7472657767043105,0.04313238618541396,0.03944413456757976,0.7644668142260457,0.0564215285513494,1.9274760301853369,0.1248781087279279,46.529199973278075
Insect,D00180.obj,3.0210110970896777,0.05380284365692772,0.011874241353694557,3.391196888125827,0.015865443804019972,1.8516605628065936,0.06048890332035492,1.5696378710603274
Insect,m11.obj,2.3020600163939364,0.010858958648478903,0.0010931476025441288,0.27878313406976446,0.03895127545901499,1.9273976085249684,0.12808632390786853,528.4800555843611
Insect,D00787.obj,0.3258683053719359,6.457689073373792e-05,1.362951080772133e-05,0.03151715490722566,0.0020489441678294682,1.9812522127593717,0.009826913639918812,28207.855187041863
Insect,m6.obj,7.5944570251589525,0.3190901078406405,0.026289896013146147,3.8133792205666563,0.08367646892281139,1.9702898508380247,0.14084034105787266,3.218303752015682
Insect,m2.obj,2.793275200682052,0.08420880715402496,0.03679817051764267,2.5407380015952596,0.03314344379513061,2.1982865264670606,0.07619568494052603,8.77681293840556
Insect,D00973.obj,2.3425272831440958,0.10485075567563529,0.09672562170646593,0.959727498917535,0.10925054850871231,1.5232263167005706,0.25217329214456874,12.157652039373986
Insect,m15.obj,2.2838457183781773,0.010729172933285916,0.001092910445286065,0.2676548594275522,0.04008585144403122,1.9153039411830366,0.12798885534429302,502.0400698754184
Insect,D00806.obj,5.539018561949387,0.171771971585343,0.019636248197739473,4.925669339264638,0.034872818241385876,2.2964356627265987,0.10802354710121125,6.078679989495574
Insect,D00231.obj,3.0827147996904967,0.008290144041735724,0.00026532396833643635,0.8466291701811308,0.009791942368300516,1.897836763632307,0.026671205431874175,20.42728872552028
Insect,m14.obj,2.054137534947956,0.00904400264654028,0.0010672967319159806,2.0539637028324003,0.004403194970811154,1.8957507745012219,0.017752379890651468,6.584869406346068
Insect,m3.obj,2.5765611348585358,0.07325501237918919,0.03548180550385892,3.737135981087161,0.01960191246717192,1.8984699160332934,0.06520661926122985,5.50731591806193
Insect,m1.obj,2.2623272737593245,0.1173783465711904,0.13457427692158241,1.547864919855896,0.07583242249725393,1.9398750159043803,0.191871035455602,15.082312914866424
Insect,m16.obj,1.116018908453452,0.03419263904211136,0.09512681547324722,0.9097109412487809,0.03758626778213126,1.7473537245334998,0.07599494926607134,5.7019418612680495
Insect,m17.obj,1.5046624925787955,0.00953448638162298,0.0030180726743820425,1.5814315797060987,0.006029022376924405,1.9999999999999998,0.011592889603306946,6.6703325875944195
Insect,m0.obj,2.4211760207370037,0.0602851994977032,0.028959741854203493,2.234364266863341,0.026980918193045194,2.017568699107488,0.06727102306355622,8.013149128968793
Insect,m26.obj,3.0339172726646235,0.10687437780489557,0.04625816158015962,2.918388547874797,0.03662102425762419,1.9331908290783426,0.09426416650468934,6.051697738524908
Insect,D00160.obj,4.962278448658802,0.43449667487102106,0.1747358018403986,1.9863441416767829,0.21874189157586682,1.8979338713787732,0.5135161057411077,24.09170568860659
Insect,m19.obj,3.5463784610049696,0.039126239451599175,0.003881801724133203,1.8861322948826216,0.020744164954788653,1.9916646314237483,0.04644578592338452,9.312134858044734
Insect,m25.obj,1.0749530436298431,0.03588101243458139,0.11722311826893125,2.194369274677006,0.016351401219770904,1.7713661171394457,0.03100461643905025,4.203536588721598
Insect,m24.obj,4.748763641625642,0.2889668350193165,0.08818743551286344,3.4040238342523343,0.0848897801806331,1.9966768257680048,0.1841296403536566,8.92212830281563
Insect,m18.obj,1.9378001755174465,0.07282032913066758,0.08241963288743337,2.70618239041453,0.026908877017529125,1.9894053411651917,0.050192854617361025,9.640864545526481
Insect,m20.obj,3.4222820696947664,0.1084240367122593,0.03317081273549506,3.450598389217141,0.03142180702659464,2.0685483113241827,0.07426034704845945,3.95911187441293
Insect,D00615.obj,2.791135109976677,0.06063471533077183,0.01912284390336608,3.1127972781158837,0.019479172561944945,1.8414473594122525,0.06464193067023755,2.6282134393768612
Insect,m21.obj,4.339321485835622,0.16012206482389607,0.03548863185282133,3.9832896143837173,0.040198449102393397,2.025259780318481,0.06573849569853912,4.19199077612755
Insect,D00774.obj,1.4933731052755903,0.02515285215113362,0.02148433286561169,1.5775436599502812,0.01594431443623332,1.9924694125536613,0.03093052943169766,5.437496493466081
Insect,m8.obj,7.068550504974139,0.31943049392482775,0.032674881657392206,3.690861923082618,0.08654631372881014,2.209109313925985,0.23614006300500173,5.769255546706307
Insect,m23.obj,1.6646350308795552,0.06986918572202093,0.11969242002034895,1.1439268960618807,0.061078366076149464,1.6281590613591264,0.1355395900979098,6.952360531440309
Insect,D00399.obj,1.0751322177314486,0.013202968971926401,0.015863899504639022,1.3470184058579957,0.009801624769571466,1.859111808148827,0.032248800711733784,16.53022650981873
Insect,m22.obj,4.240581152295436,0.26089145079173226,0.10094758482798592,2.6419381316001687,0.09875002282272052,1.999919347473404,0.1868358873384674,8.64988653483638
Insect,D00788.obj,2.1463465022646844,0.028545201337198595,0.00932006818359448,2.2209732073894655,0.012852564471388044,1.7844602904828228,0.02700559134732018,3.0833912227081157
Insect,m9.obj,2.520961482142955,0.03255251661192864,0.007480366583867379,3.2380227444627514,0.010053208139935321,1.793342485053477,0.03828569994716256,4.129616071058228
Insect,D00102.obj,3.0441010422346393,0.016420095009398856,0.001081002039883692,2.9925384752372794,0.005487012162173421,1.8562558601440933,0.018607079363365395,1.5703745247738419
Insect,D00117.obj,5.095559046991722,0.16286449564761277,0.022674081080683257,2.7147048155818942,0.0599934455904013,1.9091612374416314,0.12329167051771305,4.801364652346791
Insect,D00895.obj,1.3533872161871472,0.003955385330655995,0.0007137789906503943,1.5033617399897359,0.002631027001314401,1.7802608616286622,0.008341782064978234,3.068162532455866
Insect,D00315.obj,2.320967157200809,0.13023644780115917,0.15343006641761833,0.9427547013148121,0.1381445752744855,1.6334636214604092,0.38051587976269535,13.92636977901497
Insect,D00713.obj,3.351638591031565,0.27131760896446205,0.22112446178416342,2.1260143750926956,0.12761795599459783,1.8348242653455296,0.2921063811310904,6.341095713815545
Insect,D00855.obj,2.338460228389697,0.12076215377423272,0.1289805158253676,1.5726893207093173,0.07678703745490326,1.8473950494834248,0.21224365004223208,12.096061185128997
Insect,D00672.obj,3.53092630236352,0.06786851400265907,0.01183376920529237,1.875516860506966,0.036186565651195324,1.9929702361708774,0.08034516458384214,9.359753013826998
Insect,D00510.obj,1.1023734340407603,0.018159465561250785,0.027840195670380607,2.1764875898342155,0.008343473055425968,1.8655636087437326,0.021407596401236524,9.499264206525014
Insect,D00662.obj,3.2425149621274203,0.04437866767120602,0.006533635868118186,2.043120719362489,0.02172102081420495,1.7485353781515118,0.06622971757537902,5.395752074760083
Insect,D00884.obj,3.697144526484751,0.05931420851098871,0.007873549611424308,2.9468792041118284,0.020127804501869854,1.955859525790593,0.07128905478057104,5.380300549798594
Bookset,D01038.obj,8.237818766415542,0.22541557831050166,0.010279773057812712,0.8190737933423092,0.2752078996334039,1.8357402799376623,0.5624500260336283,11.479070515103356
Bookset,D01199.obj,20.146617529554856,0.4431993356217638,0.0027167154318549513,4.532312021062048,0.09778658961743542,2.038476679677028,0.3191203741494128,2.0978720422204384
Bookset,D01013.obj,56.87110734498945,1.0404793802417076,0.0006656474548568556,3.5878371106162787,0.2900018446107732,2.003253143200725,0.6873044843711139,1.9853289069106723
Bookset,D01065.obj,52.61866589993101,0.4770339209442737,0.00017665722300697488,2.230780403151501,0.21384172116195363,1.8786366782737147,0.3993036315847195,2.3013963415520804
Bookset,D01110.obj,28.81039706223185,1.96876965098029,0.018331350203128677,7.721965541662207,0.2549570624678673,2.2478588096218273,0.8392135362215627,2.0842313169720077
Bookset,D01135.obj,37.526234290867876,0.009381476253135372,1.8836047784892324e-07,1.2517310207003278,0.007494802076476904,1.919920950624431,0.009508117241699914,5.909772927119761
Bookset,D01109.obj,40.1922950704334,0.11311765869567902,2.2288701616333734e-05,4.905744163015597,0.02305820583724545,1.97940101239965,0.02507804216608959,1.5762873945985747
Bookset,D01096.obj,54.91130025733261,0.45911214563244673,0.00014398085715702468,5.6388052155604855,0.08142011083580442,2.1916321462400834,0.21534803712222325,2.2461501996140263
Bookset,D01108.obj,48.77392231421201,0.9358263963857744,0.000853650125984049,3.026119466746675,0.3092496534487001,2.1792658032279046,0.47999493443244917,3.8721802585954332
Bookset,D01122.obj,23.13836897929904,2.4827318819536566,0.05627477781388193,5.53253485633568,0.4487512408729811,2.1795051178465554,0.7793076302990042,2.1474776624444734
Bookset,D01042.obj,30.14052618969978,1.8224322400742812,0.013718374775684794,6.117915718037766,0.2978844959732136,2.0778713398396906,0.7259556745654164,2.5998460973656194
Bookset,D01078.obj,15.884831108784036,0.0624324798386233,0.00010998304505528701,2.177410518602295,0.028672810802208962,2.031971520884121,0.039141968707828705,5.053534785831336
Bookset,D01050.obj,25.710719139184413,2.607797465759091,0.04525404649714066,6.572435594271467,0.39677794150345824,2.1494991789905744,0.8557014858769627,2.102019811209137
Bookset,D01182.obj,26.11777521859911,1.3248451871815528,0.011142280793521446,5.878776392822579,0.2253607041082667,2.0389592025246257,0.7127174567211473,3.4513047363362745
Bookset,D01009.obj,40.02285108787028,1.8927394266690543,0.006319896441735877,6.882191914269339,0.27501985562836495,2.0689313060388814,0.6225844745629436,1.8978556211667175
Bookset,D01183.obj,22.91791391142397,1.8359187341053609,0.03166897661203668,6.076803618606122,0.30211914837663917,2.312998106033371,0.7517158903527212,3.386729766008041
Bookset,D01030.obj,29.66972441460665,2.3232573293819327,0.02337256994172595,9.747219950219765,0.2383507647562166,2.394645372027414,0.8299638477133762,1.8830573701277116
Bookset,D01184.obj,39.26090769909391,1.635963043079946,0.005001708095438264,3.7384764647805535,0.43760153594439605,2.0039533102964895,0.5558423740812373,2.5950604878824266
Bookset,D01190.obj,20.246758180264766,0.47601729853131763,0.003087673401327261,0.8101086149464721,0.5875968848482995,1.9699357066157952,0.8746223668776298,9.006304053731505
Bookset,D01146.obj,5.409124790737658,0.23143634134278704,0.03827669935965837,0.7620124365262959,0.3037172757938322,1.0474264468241454,0.8155808486202919,1.9008320921114477
Tree,m1068.obj,1.9407368238470488,0.00032397096929499613,1.6239199794579447e-06,3.5485832809401043,9.129586193878716e-05,1.7899748433521108,0.00021697545028471528,2.1134249009883943
Tree,m1097.obj,0.40849957479751686,0.00010019203427155084,1.6654973115702175e-05,0.006850589541308751,0.01462531562683727,1.5602362910817147,0.06878569021254058,68984.04923462834
Tree,m1082.obj,3.5062793012773628,0.2254304125079282,0.13333306455783078,0.9074286805232314,0.24842769172552825,1.6570273328653609,0.9657171074562575,9.408364942994695
Tree,m1096.obj,1.3396859205390783,0.0063363333984353155,0.001888510634771327,1.0413187657462228,0.006084912331234725,1.4569046228293094,0.018281075623631304,5.6874766221671225
Tree,m1069.obj,1.2628173040716177,0.000752024421603539,3.1761038131934306e-05,2.697794271214476,0.0002787552889512948,1.4979021082447934,0.0008225950955561242,5.05421766509938
Tree,D00479.obj,6.332990742126678,0.006590229934054601,1.9338685422665016e-05,6.474874670363096,0.001017815829581924,1.961789635653758,0.0025456307208972634,1.6245084363220892
Tree,m1095.obj,1.6244668585740991,0.031328659543332076,0.025894255752759398,4.0368935558045145,0.007760585982824749,1.69530464992206,0.021250386644079453,2.224073211544418
Tree,D00096.obj,3.7934973062229806,0.0028679713478607133,1.7040512411252212e-05,0.7169824023190756,0.00400005821423828,1.7676790968122476,0.011092790322205049,3.2687552184773505
Tree,D00727.obj,6.740300201538459,0.035013687570305964,0.0004527832565405975,5.4414822787929396,0.006434586345482485,1.9454139970876543,0.013133694628435527,2.4940801148056315
Tree,m1091.obj,2.5012356156007254,0.020591627833744637,0.003064572654125031,0.789263412944001,0.026089677408124873,1.2605778390265614,0.0741405632549479,2.3948133166397167
Tree,m1090.obj,1.566745615620935,0.004583357075525091,0.0006177664171373743,1.4059229332987822,0.0032600343638829105,1.822723579540679,0.011228142149363721,3.561503888513775
Tree,D00911.obj,9.209058565996076,0.0165166191279599,3.950471899344722e-05,4.269212533909243,0.0038687741584127514,1.63908296979391,0.010761294281781629,1.625393175378773
Tree,m1079.obj,4.2163684759429705,0.17934340918017244,0.048529692867440695,0.49163631384285716,0.3647887760331235,1.8626968154796053,1.1633507483910874,21.228434977368984
Tree,m1092.obj,4.982372884372871,0.08457371622146848,0.006540553762172988,4.282596218418522,0.01974823492762058,1.7848642170672933,0.057055356209997875,1.5724202185474967
Tree,m1086.obj,3.282105312475942,0.01605298200882217,0.0008243398124742973,0.8149643146337173,0.01969777292155071,1.9992177237280333,0.04322700345996598,24.55566194572115
Tree,D00456.obj,0.6369399415359759,0.0006274692548930234,0.00017232243552697468,0.2502714024141189,0.002507155227646677,1.3689095492879841,0.006469310652060594,42.20787414741568
Tree,m1093.obj,1.5167258533802215,0.003719985142503651,0.00044855274142617903,1.5434909645617032,0.0024101113825178723,1.235023089355563,0.010714889506028218,4.62540808288224
Tree,m1078.obj,1.9481377567117675,0.0193259652446553,0.0057131519040267,0.4574721680565479,0.04224511695816745,1.6782137009875862,0.10059489482177357,29.487034833686547
Tree,m1050.obj,5.785158215175421,0.03123916935175429,0.0005700403607151254,1.8732220363463143,0.016676703960137967,1.8037359271106914,0.04209645936068865,3.6213598467981134
Tree,D00223.obj,8.002811976849198,0.02784107025628227,0.00017103948716033413,4.904604155801106,0.005676517282919191,1.8523208162629223,0.01688564919171759,3.8149564677038432
Tree,D00221.obj,11.683805830469215,0.076349456844973,0.0004133436633645634,3.7475597760394073,0.020373112480586663,1.5872963387019339,0.05627612385815187,3.2710063274646752
Tree,D00393.obj,3.6338040062694876,0.007912369335053014,0.00014756418976143886,4.887299937074451,0.0016189653667520508,1.8554420718896023,0.004065569851810616,4.1218791193692645
Tree,D00810.obj,5.924038655496812,0.013972398118664915,0.00010620393922072096,2.083325328964071,0.006706776865048082,1.7795760285805213,0.014579529278579003,2.943387039955715
Tree,D00385.obj,6.334920930026258,0.05321730302084043,0.001259895429452522,2.465476649879173,0.021584995754653964,1.714342120086171,0.04536331277219027,2.056443873960033
Tree,D00439.obj,1.1805254592823398,0.030613095895744014,0.06442297921187404,1.888500067233504,0.016210269952804217,1.4485030956079887,0.037264971650157123,2.4691039711316343
Tree,D00834.obj,0.19204917036272373,0.0005439541968992113,0.004724324617031856,0.37358025781448273,0.001456057127005183,1.2988290306838959,0.005115317455213359,17.871971960091866
Tree,D00612.obj,1.4556294482517866,0.002865889780934659,0.0003011749466635618,2.2108547446747684,0.0012962813535523567,1.8617496227201618,0.004662386374700115,4.310203097945688
Tree,D00996.obj,8.225504827107647,0.4233660276066849,0.0364247601133604,4.244609713481504,0.0997420390058507,1.7113279102141392,0.23816176396423805,2.0075641575689165
Tree,D00200.obj,7.853691255518676,0.0019073334952991964,8.493450731527735e-07,0.7987818771404758,0.0023878026653874223,1.5387689301799812,0.005372251343053235,5.6352834513913805
Tree,D00573.obj,4.9552788367893355,0.003562165978071735,1.1794414424615828e-05,1.2250358813804605,0.002907805422040067,1.2387213798104877,0.00821899803901763,4.323586629259042
Tree,D00765.obj,3.889238977708573,0.018027894695426292,0.0006248107742970878,3.896005223908406,0.00462727682827412,1.9355542514551503,0.012580112231296849,1.9428135098888744
Tree,D00367.obj,3.70774632042175,0.05323034551692322,0.006286963023586141,1.3426017581830243,0.03964715910171393,1.3738896377131746,0.111960348294881,2.0120405695833865
Tree,D00777.obj,1.4957264520655702,0.004490942017094149,0.0006816646086576224,1.638569016007472,0.002740770741556406,1.6562797743706923,0.005466554490717295,2.740145771545875
Tree,m1062.obj,1.0238684770454145,0.008936284131720493,0.00841460617754987,3.4611852822842764,0.002581856619308984,2.2390140373247953,0.01051906695584321,11.919784561944756
Tree,m1089.obj,0.7525784360624617,0.012537061553774514,0.041705043576521245,0.7537139726244846,0.016633712534371084,1.3493060873431562,0.06083785099520294,12.948085488589475
Tree,m1077.obj,4.175031778011925,0.08390601992110297,0.01094105645129436,2.9026433685900823,0.028906761619102772,1.7397140434066047,0.07334533061553473,2.4866442273098786
Tree,m1063.obj,0.7599201751403478,0.004676951560217327,0.0056373395343370285,2.2544236306662078,0.0020745664198149106,1.6850427712494533,0.0059189317918498284,4.1497899741923945
Tree,m1067.obj,1.4277905627533691,0.009290655602770813,0.003353911317839108,2.0377214597293056,0.0045593354078947565,1.794786318507449,0.013791287228538849,7.959464118628877
Tree,m1098.obj,4.395114831064713,0.03718140529357769,0.001841591470077075,3.5740218762538034,0.010403239426321103,1.6637457046688473,0.022186406539364163,1.5314026278938702
Tree,m1072.obj,0.6984475764165824,0.004908000032299569,0.007995765399400553,1.2250073971253848,0.004006506445444112,1.6415959591062006,0.014866669859017743,9.134138581827209
Tree,m1066.obj,0.6789570236306376,0.003025287929164046,0.003307188480445876,0.49140126364806685,0.006156451260839055,1.4307280508624727,0.02129660454163621,4.195244719862802
Tree,m1070.obj,0.549102016281484,0.004634646248177189,0.014673254164601626,0.7139741066296584,0.006491336597702696,1.7179024020389349,0.02367749260493946,16.764952916222125
Tree,m1064.obj,0.5401875940183326,0.0033862799700480617,0.008227431576562146,1.3199286104868615,0.002565502363646029,1.5610091287185597,0.010234137029363767,2.412386870406692
Tree,m1065.obj,0.742917913806956,0.0038894150398664693,0.004172520320133863,0.7710020959823006,0.005044623173055234,1.3489030599123457,0.01963639424614586,2.3043381618235887
Tree,m1071.obj,1.1475780357946797,0.003947360951579555,0.0011660559046594993,3.292350945733294,0.0011989490235526435,1.9508365531965683,0.0032230299451086104,3.6262380247732455
RectangleTable,m907.obj,4.8431261386459505,0.057948316390565614,0.00334315627251859,2.016513724368508,0.028736881723288407,2.052613272660673,0.0355204764377952,4.082774026261534
RectangleTable,m913.obj,4.617968279116924,0.17431146660889005,0.03489405578900083,3.3973367706680766,0.05130826832178083,1.7823618446464158,0.11067533575452379,1.8360153825235728
RectangleTable,m873.obj,4.229231413896301,0.05191885118922874,0.004030121818408503,1.7451288470945754,0.029750726587132653,1.5952821042040932,0.0484747567456739,4.945824668736574
RectangleTable,m898.obj,5.18695811542864,0.06422939799574542,0.003343350076553517,1.9131920258302961,0.0335718511934895,2.020628559482278,0.04731901319045523,8.778444319912989
RectangleTable,m872.obj,6.570610336835946,0.10591776175345545,0.0044727314700541195,1.5336649476203716,0.06906186512105987,2.0045146517256125,0.08549219068096264,11.19432675727083
RectangleTable,D00678.obj,11.37316825743934,0.08966370213030822,0.0006180751938308708,4.782853838497773,0.018746904078187413,2.1381876548661642,0.0524119280508247,3.8981010565113383
RectangleTable,m912.obj,5.188662822063671,0.20575183584700332,0.03427468424653394,2.861072611234693,0.0719142307116111,2.0844648731735753,0.10287990074532324,7.011250505573092
RectangleTable,m906.obj,3.8635052513513424,0.054420218712664455,0.005808024217151536,1.3779551732858484,0.039493460867014225,1.7740343160126733,0.10894569864253512,17.80582755970489
RectangleTable,m910.obj,9.474956673701907,0.09362297465740956,0.0011654282648158442,5.383843828562191,0.017389615605252894,2.037822911088331,0.04548396860518861,3.5999071026042886
RectangleTable,m904.obj,5.747106761303144,0.11522043371401824,0.007909765170637536,1.634556323184096,0.07049034167851141,1.790368835445475,0.14116325303531008,5.372082439036143
RectangleTable,D00530.obj,8.969626286239922,0.14015281335019145,0.003078456115512604,11.419344587438953,0.012273279983542724,2.407753776225137,0.05073266734952904,1.466822972408504
RectangleTable,D00295.obj,10.652118519121231,0.578468555213468,0.03131150309705966,5.860970949861305,0.09869841706469419,2.0576566434700334,0.21380039675036153,2.001732844161368
RectangleTable,D00134.obj,9.78723842932664,0.06493841261941034,0.0005087157748594445,2.9263159092763216,0.022191183260002037,1.9397327596240754,0.034586858049244225,13.963895470573199
RectangleTable,m870.obj,6.196783542373804,0.32798114682249946,0.05112709944933928,2.710787136062748,0.12099111083243222,2.1032817903641092,0.1850721992914133,11.706851740189995
RectangleTable,m871.obj,8.357388113197977,0.01208385831727054,2.8291235207174142e-05,2.581527168701733,0.0046808952715177475,1.675176434264335,0.00848066495702724,2.6423492510533633
RectangleTable,D00243.obj,9.578608277627435,0.261622541214423,0.008808368076413166,1.9671631535979568,0.13299483611001628,1.9562549357637888,0.1875760824991896,6.822481414520731
RectangleTable,m905.obj,9.603064707226082,0.1300240451965792,0.0021590870591241327,3.811702288723771,0.03411180500146397,1.652102008818797,0.043187518992141544,2.7383493094115083
RectangleTable,m915.obj,5.469981982181217,0.16250289929877268,0.01824806897312227,5.368150666449275,0.03027167257327728,2.087991351994729,0.07295623200656336,3.9607519106531117
RectangleTable,m901.obj,13.667463667880499,0.8407321090818544,0.03131149887234264,7.866971650730377,0.10686858252550079,2.188284256567166,0.21380025654816726,2.0000194747945312
RectangleTable,m875.obj,7.128175325297813,0.10549422206369946,0.0034751583770651884,1.033232351022699,0.10210116045948493,2.0079912611394004,0.18893029881849188,15.50454919911433
RectangleTable,m874.obj,11.190838124013709,0.26968925576949726,0.005869374514872759,1.3637454337006205,0.19775630341630274,2.0171505129518934,0.24300107289245343,14.266433606730976
RectangleTable,m914.obj,5.092783141331549,0.07681931817893686,0.005052748932265313,0.874129494883515,0.08788093598097119,2.007722315838575,0.10012761634567974,31.869193067844172
RectangleTable,m902.obj,9.128250594363552,0.3066913842080515,0.013985978699238281,2.2972164798876173,0.1335056521199322,1.9899627290793789,0.1734373112702941,7.655755381502649
RectangleTable,m876.obj,12.415242395191605,0.7384706826322164,0.03222947869498139,9.575239280272584,0.07712294816001652,2.582520422299029,0.18297853186387336,2.3070515486452448
RectangleTable,m889.obj,7.020619571149901,0.2306659825945467,0.017389742684874063,1.8748576597032636,0.12303119727555986,1.7321378725788614,0.16798922572017547,6.586298972283214
RectangleTable,m888.obj,6.861560602630957,0.31158430853646324,0.03398872080244482,2.3743112337462677,0.13123145108690534,2.02545523981021,0.13888862144225556,5.210539176862841
RectangleTable,m877.obj,9.598452894639328,0.22543327193391016,0.006499570945839848,2.811199537536193,0.08019113155215073,1.988040059981898,0.11047876384009835,8.67360712436194
RectangleTable,D00523.obj,14.248069250250369,0.15707722578925992,0.0009647410681511177,1.42956949968355,0.10987729230655144,1.9574148809981775,0.21192558757340493,58.94513955807246
RectangleTable,m917.obj,6.50613757118258,0.1360601044310986,0.007602286755472125,3.4139238694024603,0.03985446355454705,2.1728143271212956,0.06919579720929776,10.27159596105872
RectangleTable,D00418.obj,15.2447782622131,0.1357259572358719,0.0005880508261599615,2.3429830385744204,0.057928698160125774,1.7902371221428848,0.09896201449766906,19.497808196435724
RectangleTable,D00230.obj,7.688250001981805,0.09105394672188351,0.002063324012138895,3.7532862217557934,0.024259792976643366,1.8032677109181368,0.03944975155070483,3.2747421560042835
RectangleTable,D00421.obj,5.427264598833942,0.1416688738488164,0.014199016705549182,1.0486532507155397,0.13509601362714496,1.9772894118728508,0.23845715292968153,15.60664263394252
RectangleTable,D00187.obj,9.43497036718059,0.37822925614611225,0.01926375690874698,2.2820189870074623,0.16574325555551367,1.7531454294028967,0.23566121771647427,8.258842728785943
RectangleTable,D00954.obj,5.980190979681049,0.07988884062471381,0.0033750440842791507,2.456493323018768,0.0325214971586159,1.5347214044010375,0.06654016949428837,1.5389397257060955
RectangleTable,D00571.obj,10.311809573280867,0.13224885813494747,0.0018039794344365762,4.28138161436274,0.03088929463594008,1.751790579816393,0.058163102516450314,1.5529094142033355
RectangleTable,m763.obj,10.44859441911127,0.3790872509268151,0.014248105314727437,5.579966767594037,0.0679371879288574,2.0132319278146626,0.12212090785941658,5.853410932328661
RectangleTable,D00766.obj,15.456080896021161,0.46892246474237637,0.006735290082868305,3.2186529103663926,0.1456890437711089,2.007402180992286,0.2884732167197179,24.014006243342124
RectangleTable,D00188.obj,6.100343136856413,0.07389011099328699,0.002719958129393382,1.421242788642923,0.05198978779962087,1.9619983701334691,0.09636425337777695,11.086157169037458
