Class,File,Surface Area,Volume,Compactness,Rectangularity,Diameter,Convexity,Eccentricity,A3_bin_0,A3_bin_1,A3_bin_2,A3_bin_3,A3_bin_4,A3_bin_5,A3_bin_6,A3_bin_7,A3_bin_8,A3_bin_9,A3_bin_10,A3_bin_11,A3_bin_12,A3_bin_13,A3_bin_14,A3_bin_15,A3_bin_16,A3_bin_17,A3_bin_18,A3_bin_19,A3_bin_20,A3_bin_21,A3_bin_22,A3_bin_23,A3_bin_24,A3_bin_25,A3_bin_26,A3_bin_27,A3_bin_28,A3_bin_29,A3_bin_30,A3_bin_31,A3_bin_32,A3_bin_33,A3_bin_34,A3_bin_35,A3_bin_36,A3_bin_37,A3_bin_38,A3_bin_39,D1_bin_0,D1_bin_1,D1_bin_2,D1_bin_3,D1_bin_4,D1_bin_5,D1_bin_6,D1_bin_7,D1_bin_8,D1_bin_9,D1_bin_10,D1_bin_11,D1_bin_12,D1_bin_13,D1_bin_14,D1_bin_15,D1_bin_16,D1_bin_17,D1_bin_18,D1_bin_19,D1_bin_20,D1_bin_21,D1_bin_22,D1_bin_23,D1_bin_24,D1_bin_25,D1_bin_26,D1_bin_27,D1_bin_28,D1_bin_29,D1_bin_30,D1_bin_31,D1_bin_32,D1_bin_33,D1_bin_34,D1_bin_35,D1_bin_36,D1_bin_37,D1_bin_38,D1_bin_39,D2_bin_0,D2_bin_1,D2_bin_2,D2_bin_3,D2_bin_4,D2_bin_5,D2_bin_6,D2_bin_7,D2_bin_8,D2_bin_9,D2_bin_10,D2_bin_11,D2_bin_12,D2_bin_13,D2_bin_14,D2_bin_15,D2_bin_16,D2_bin_17,D2_bin_18,D2_bin_19,D2_bin_20,D2_bin_21,D2_bin_22,D2_bin_23,D2_bin_24,D2_bin_25,D2_bin_26,D2_bin_27,D2_bin_28,D2_bin_29,D2_bin_30,D2_bin_31,D2_bin_32,D2_bin_33,D2_bin_34,D2_bin_35,D2_bin_36,D2_bin_37,D2_bin_38,D2_bin_39,D3_bin_0,D3_bin_1,D3_bin_2,D3_bin_3,D3_bin_4,D3_bin_5,D3_bin_6,D3_bin_7,D3_bin_8,D3_bin_9,D3_bin_10,D3_bin_11,D3_bin_12,D3_bin_13,D3_bin_14,D3_bin_15,D3_bin_16,D3_bin_17,D3_bin_18,D3_bin_19,D3_bin_20,D3_bin_21,D3_bin_22,D3_bin_23,D3_bin_24,D3_bin_25,D3_bin_26,D3_bin_27,D3_bin_28,D3_bin_29,D3_bin_30,D3_bin_31,D3_bin_32,D3_bin_33,D3_bin_34,D3_bin_35,D3_bin_36,D3_bin_37,D3_bin_38,D3_bin_39,D4_bin_0,D4_bin_1,D4_bin_2,D4_bin_3,D4_bin_4,D4_bin_5,D4_bin_6,D4_bin_7,D4_bin_8,D4_bin_9,D4_bin_10,D4_bin_11,D4_bin_12,D4_bin_13,D4_bin_14,D4_bin_15,D4_bin_16,D4_bin_17,D4_bin_18,D4_bin_19,D4_bin_20,D4_bin_21,D4_bin_22,D4_bin_23,D4_bin_24,D4_bin_25,D4_bin_26,D4_bin_27,D4_bin_28,D4_bin_29,D4_bin_30,D4_bin_31,D4_bin_32,D4_bin_33,D4_bin_34,D4_bin_35,D4_bin_36,D4_bin_37,D4_bin_38,D4_bin_39
Car,m1488.obj,1.8579871432806923,1.0630312232279742,-0.24226188835060491,0.2767699785253855,0.09709354317410449,-0.03362005749036777,-0.16350238545261972,0.0196,0.0372,0.0458,0.0458,0.0498,0.0468,0.0532,0.0446,0.0418,0.0378,0.0378,0.0352,0.0312,0.0372,0.0276,0.0354,0.0316,0.0358,0.0326,0.034,0.035,0.029,0.024,0.0226,0.0212,0.0166,0.0138,0.0168,0.0104,0.0098,0.0098,0.0072,0.0072,0.0036,0.004,0.0032,0.0016,0.0024,0.0008,0.0002,0.0006,0.0048,0.01,0.0214,0.027,0.0364,0.0448,0.0498,0.0604,0.066,0.0644,0.0842,0.0666,0.0736,0.054,0.0514,0.0462,0.0528,0.0508,0.0378,0.0316,0.023,0.0216,0.0138,0.0058,0.001,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0096,0.0158,0.0214,0.028,0.0364,0.0386,0.0472,0.0472,0.0492,0.0456,0.048,0.0518,0.0556,0.048,0.05,0.038,0.0352,0.0454,0.0422,0.0426,0.035,0.034,0.0614,0.042,0.0208,0.0094,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1228,0.1206,0.1308,0.1104,0.0946,0.0842,0.0858,0.0724,0.0598,0.0442,0.0348,0.0238,0.011,0.0032,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6962,0.201,0.0726,0.024,0.005,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1489.obj,0.451788170201845,2.2356189421455004,2.253732413117835,0.7437683878917003,0.3430101556870117,0.7789261261411908,-0.2178533423165213,0.0236,0.0414,0.0428,0.0356,0.0394,0.0404,0.048,0.0498,0.043,0.042,0.0376,0.0384,0.0356,0.0384,0.0348,0.0414,0.0336,0.0352,0.033,0.0352,0.0292,0.0276,0.026,0.0266,0.0182,0.0172,0.0116,0.0098,0.011,0.011,0.008,0.0076,0.0076,0.0052,0.0048,0.0032,0.003,0.0022,0.0008,0.0002,0.0004,0.0058,0.0102,0.0182,0.0298,0.0398,0.0514,0.059,0.0654,0.0796,0.0782,0.0766,0.0786,0.0742,0.0696,0.067,0.053,0.0476,0.0336,0.0262,0.0122,0.0106,0.0064,0.0044,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082,0.025,0.0352,0.0396,0.039,0.0308,0.027,0.0314,0.051,0.081,0.079,0.0592,0.0454,0.0456,0.051,0.0538,0.0508,0.0582,0.0438,0.0414,0.0332,0.0318,0.0204,0.0114,0.0066,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1456,0.1672,0.121,0.0964,0.0944,0.0924,0.104,0.0856,0.055,0.0286,0.0086,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748,0.1812,0.0602,0.0106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1516.obj,0.7739496488049381,1.5069182890105262,0.31577814294624107,2.1974509465571193,0.20538683469277474,1.5368968108614365,0.26399718912359715,0.043,0.0594,0.0404,0.0368,0.0312,0.042,0.0514,0.0542,0.0386,0.0316,0.036,0.0322,0.0346,0.0366,0.0336,0.0324,0.0298,0.0318,0.0328,0.0384,0.034,0.0272,0.021,0.02,0.015,0.0156,0.0136,0.013,0.0144,0.0104,0.0112,0.0078,0.0066,0.0068,0.0042,0.0034,0.003,0.0024,0.0034,0.0002,0.0026,0.0136,0.022,0.0338,0.0418,0.0542,0.0596,0.0744,0.0828,0.0754,0.07,0.074,0.0768,0.083,0.0782,0.0654,0.0374,0.024,0.0118,0.0106,0.0054,0.002,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0702,0.0518,0.0306,0.0264,0.033,0.0312,0.0604,0.0832,0.084,0.0324,0.0232,0.043,0.0598,0.0644,0.074,0.0684,0.044,0.0392,0.0306,0.0146,0.0052,0.0044,0.0024,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.308,0.172,0.0904,0.0752,0.107,0.1354,0.0802,0.0266,0.0052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9582,0.0416,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1502.obj,0.13816950111055526,0.10941300022080806,-0.06890228849866273,0.19342751114704043,0.42093649900143915,-0.027793482474841938,0.6398936935362848,0.0336,0.06,0.0638,0.056,0.0514,0.0468,0.0448,0.0418,0.0416,0.0318,0.0376,0.0312,0.0278,0.0322,0.0268,0.025,0.0248,0.0248,0.0218,0.0218,0.0198,0.0196,0.0176,0.019,0.0168,0.015,0.0154,0.015,0.0158,0.0154,0.0182,0.012,0.0108,0.0118,0.0096,0.0058,0.0062,0.0052,0.004,0.0016,0.0016,0.0158,0.0344,0.0524,0.0694,0.0608,0.0768,0.0734,0.0746,0.0718,0.0662,0.0602,0.0538,0.0508,0.0542,0.0448,0.0386,0.0384,0.0246,0.0176,0.0092,0.0056,0.0038,0.0004,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0334,0.0416,0.045,0.0482,0.0472,0.0658,0.068,0.0708,0.0816,0.0656,0.0642,0.0484,0.0362,0.0368,0.0374,0.0294,0.0304,0.0324,0.037,0.0314,0.0168,0.0078,0.009,0.0024,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2718,0.2322,0.1754,0.1144,0.0734,0.0498,0.0356,0.0248,0.0146,0.0064,0.0012,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9832,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1514.obj,0.10689721009310948,0.020180731886305536,-0.12834940717876495,0.21797762530565062,-0.2495824307516906,0.05622832950580603,0.576261380950729,0.0314,0.0586,0.0668,0.058,0.0598,0.0528,0.0434,0.0356,0.0326,0.027,0.03,0.0292,0.027,0.0288,0.0298,0.0256,0.024,0.0276,0.023,0.0242,0.0278,0.0248,0.0226,0.0164,0.0208,0.0146,0.0162,0.0118,0.014,0.0114,0.013,0.0124,0.0114,0.013,0.0088,0.0098,0.0058,0.0054,0.0036,0.0012,0.0046,0.0228,0.0468,0.0742,0.0774,0.0846,0.0854,0.0812,0.0764,0.0714,0.0706,0.0734,0.0684,0.0592,0.0312,0.0234,0.0158,0.0158,0.0092,0.0036,0.003,0.0008,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132,0.0506,0.0614,0.064,0.0666,0.07,0.0766,0.08,0.0896,0.0676,0.0558,0.0434,0.0294,0.0314,0.0402,0.0456,0.0444,0.038,0.0186,0.0096,0.003,0.0006,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3804,0.2812,0.1564,0.084,0.0514,0.0278,0.0156,0.0028,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9994,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1500.obj,0.1732193092012383,0.9209112993935317,1.184732666850738,1.184999602553514,-0.3513946559496354,0.6440222565803968,-0.06032300299300596,0.0256,0.0412,0.044,0.0336,0.0368,0.0486,0.055,0.0516,0.0424,0.0384,0.0362,0.0394,0.0392,0.0384,0.0344,0.0302,0.0276,0.031,0.0324,0.03,0.0288,0.0288,0.0252,0.0202,0.021,0.0166,0.0156,0.0126,0.0104,0.0112,0.011,0.0098,0.0072,0.0058,0.0058,0.0044,0.003,0.0022,0.0028,0.0016,0.001,0.0076,0.0232,0.0366,0.0434,0.054,0.0648,0.0826,0.0948,0.0856,0.0846,0.0724,0.0692,0.068,0.063,0.049,0.038,0.0292,0.0142,0.007,0.0044,0.0046,0.002,0.0006,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104,0.045,0.054,0.0422,0.0294,0.035,0.0486,0.0758,0.0846,0.0818,0.0402,0.0406,0.0442,0.05,0.0546,0.0594,0.0504,0.053,0.0414,0.0286,0.0144,0.0092,0.006,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2426,0.2142,0.1212,0.1162,0.1132,0.101,0.0626,0.0248,0.0036,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9182,0.0798,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1528.obj,1.0163845244022065,1.1957797490337878,-0.03620852458843157,1.9764893602407108,0.2673617397769449,1.2901391596519594,0.06208749374780306,0.029,0.0438,0.0454,0.051,0.0402,0.0582,0.0554,0.0494,0.0398,0.0356,0.0328,0.0332,0.0338,0.0332,0.0326,0.029,0.027,0.0318,0.0284,0.0264,0.0262,0.0244,0.0182,0.0234,0.0176,0.0162,0.0194,0.017,0.014,0.0128,0.0116,0.0108,0.0074,0.007,0.0064,0.0044,0.0044,0.001,0.0014,0.0004,0.0016,0.0122,0.026,0.039,0.0474,0.061,0.0802,0.0896,0.082,0.0768,0.071,0.0614,0.0698,0.07,0.059,0.0508,0.0316,0.0216,0.0206,0.0096,0.009,0.008,0.0012,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122,0.045,0.0424,0.0374,0.0402,0.0448,0.0648,0.0882,0.0864,0.0568,0.0366,0.037,0.0406,0.0576,0.0588,0.061,0.0504,0.0362,0.0342,0.0304,0.0208,0.009,0.0038,0.0026,0.0026,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2548,0.2138,0.1366,0.1184,0.1208,0.096,0.0424,0.014,0.0028,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.957,0.0428,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,D00265.obj,0.08743669181887362,1.2735006982095154,3.019204228541105,1.8050509387562974,0.17717367324220015,1.266125940854966,0.01601974347640005,0.0296,0.0408,0.0418,0.0456,0.0398,0.0526,0.0598,0.0548,0.044,0.037,0.0356,0.0326,0.035,0.0358,0.0324,0.0294,0.0276,0.0286,0.0268,0.0266,0.0256,0.0246,0.0208,0.0204,0.021,0.0182,0.0158,0.017,0.0122,0.013,0.013,0.0104,0.0068,0.0084,0.0054,0.0038,0.0036,0.0026,0.0012,0.0,0.0008,0.0084,0.022,0.031,0.0404,0.0604,0.0714,0.0818,0.102,0.0804,0.0678,0.0634,0.065,0.063,0.0564,0.046,0.0408,0.0324,0.0206,0.021,0.0124,0.0078,0.0034,0.0012,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098,0.0304,0.0384,0.0346,0.0382,0.0452,0.0528,0.0694,0.0908,0.087,0.0484,0.0548,0.0516,0.0426,0.0506,0.0438,0.041,0.0394,0.0378,0.0346,0.024,0.0136,0.0078,0.0084,0.0044,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2122,0.1946,0.156,0.1254,0.1054,0.0934,0.0676,0.0356,0.0094,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9338,0.0658,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1529.obj,0.7079275858034335,1.6142950769252167,0.4944231086265917,2.1157858640902547,0.020087100134498763,1.393051333495018,0.03663771239339724,0.031,0.0422,0.0424,0.0468,0.0456,0.0568,0.0518,0.0478,0.0364,0.04,0.034,0.034,0.033,0.0298,0.0302,0.0306,0.0294,0.0282,0.0286,0.0262,0.0298,0.0264,0.0228,0.0256,0.0228,0.0182,0.017,0.0152,0.0148,0.0156,0.0112,0.0094,0.0086,0.0058,0.0032,0.0022,0.0026,0.0026,0.0008,0.0006,0.0016,0.0062,0.0214,0.0288,0.0386,0.0524,0.0624,0.0796,0.0914,0.0864,0.074,0.0674,0.0662,0.0614,0.0578,0.0556,0.0466,0.038,0.0266,0.0148,0.01,0.006,0.0034,0.0026,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0146,0.0362,0.041,0.0368,0.04,0.0412,0.0484,0.05,0.0686,0.0936,0.0552,0.0456,0.038,0.036,0.0526,0.0504,0.048,0.0484,0.0442,0.044,0.0312,0.0142,0.0076,0.0106,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2194,0.192,0.1406,0.1184,0.1056,0.0902,0.0748,0.0414,0.0152,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074,0.0904,0.0022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Car,m1515.obj,-0.1531460934828951,0.031270270585031956,0.34222022088150217,0.402077253756468,-0.6847616448162086,0.13220387206390682,0.4398621587787124,0.0266,0.0516,0.0638,0.0598,0.0534,0.0522,0.0438,0.037,0.0372,0.032,0.0308,0.029,0.0302,0.0254,0.0294,0.0308,0.03,0.0294,0.0318,0.0308,0.0232,0.0228,0.022,0.0178,0.0182,0.0162,0.0142,0.017,0.012,0.0136,0.012,0.009,0.0098,0.0118,0.0078,0.0068,0.0042,0.0046,0.0014,0.0006,0.0042,0.02,0.0406,0.0646,0.0784,0.0776,0.0802,0.0796,0.0802,0.0822,0.0834,0.077,0.076,0.0558,0.0338,0.0208,0.0182,0.011,0.0062,0.0054,0.0034,0.001,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0332,0.0608,0.0634,0.0758,0.0686,0.0726,0.067,0.0682,0.0598,0.05,0.0374,0.0468,0.0534,0.0528,0.0538,0.051,0.0406,0.0234,0.0092,0.0018,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3392,0.2758,0.1602,0.1086,0.0646,0.0314,0.0164,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9976,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComputerKeyboard,D00692.obj,0.15091157662042873,-0.11636302448364878,-0.24317584799512532,1.6424552867856113,0.3879376895843802,0.9143585839117232,24.495552741398942,0.0708,0.0814,0.0784,0.0616,0.0548,0.0472,0.0398,0.0378,0.032,0.0274,0.0252,0.0228,0.0198,0.0186,0.0172,0.015,0.0146,0.0198,0.0182,0.0172,0.0134,0.0158,0.0162,0.0144,0.0178,0.0102,0.014,0.0136,0.0104,0.0152,0.016,0.012,0.0144,0.0156,0.014,0.016,0.0132,0.0158,0.0122,0.0102,0.0132,0.0418,0.0566,0.0734,0.0762,0.0798,0.0874,0.072,0.0666,0.0592,0.061,0.0532,0.0466,0.0432,0.0354,0.0294,0.03,0.0232,0.0198,0.0152,0.0078,0.0048,0.0032,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018,0.0416,0.0588,0.068,0.0804,0.074,0.0774,0.0728,0.0632,0.0642,0.0564,0.0524,0.0366,0.0402,0.0324,0.0292,0.0258,0.0256,0.0212,0.018,0.0182,0.0098,0.008,0.0038,0.003,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4632,0.2622,0.141,0.0736,0.035,0.0186,0.005,0.0012,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ComputerKeyboard,D00493.obj,0.9942506279141337,0.10668514261619604,-0.28321233292060694,1.1007280408597886,0.8099118037356575,0.995638310145674,17.943747330414343,0.0562,0.0692,0.0522,0.0558,0.053,0.0454,0.0454,0.0436,0.038,0.034,0.039,0.033,0.025,0.0232,0.0234,0.0226,0.0172,0.0216,0.0206,0.0214,0.0166,0.0192,0.019,0.0158,0.0154,0.0146,0.013,0.0126,0.0126,0.0152,0.0104,0.0132,0.0124,0.0108,0.0122,0.0136,0.0106,0.0084,0.0114,0.0032,0.006,0.0178,0.038,0.0498,0.0554,0.0674,0.0714,0.0734,0.0776,0.073,0.0776,0.0638,0.055,0.0532,0.0462,0.0404,0.0326,0.0258,0.0228,0.018,0.0142,0.01,0.005,0.003,0.0016,0.0008,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0276,0.039,0.0458,0.05,0.065,0.0684,0.0632,0.0688,0.0696,0.0636,0.058,0.0588,0.0528,0.04,0.0418,0.0364,0.0288,0.0226,0.0234,0.0168,0.0128,0.0172,0.0092,0.0056,0.0024,0.0012,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3152,0.2072,0.1554,0.1074,0.0772,0.0552,0.0342,0.0228,0.0124,0.0082,0.0022,0.0016,0.0006,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
