Class,File,Surface Area,Volume,Compactness,Rectangularity,Diameter,Convexity,Eccentricity,A3,D1,D2,D3,D4
Insect,m15.obj,-0.30156884550910057,-0.3353185377350742,-0.2874760846926281,-0.3565983418080622,0.6458084466110332,-0.2965438734177945,0.007263009548259848,0.9789805818136308,0.3718113739132267,0.37720447046742683,0.10529731169454909,0.1619068901848553
Insect,D00806.obj,0.22441143000529093,0.36838752134609537,0.10514628734858132,-0.384136751643355,0.7870282813257966,-0.34916398107677443,7.33954644921935e-05,0.9674931800914749,0.43314090448227366,0.44154502743746604,0.1816312644289338,0.3746780782457218
Insect,D00231.obj,-0.17248526080224424,-0.3459763220236235,-0.30499876426557543,-0.5166291820523217,0.6393363746547619,-0.5635743435330606,0.00028139746133054236,0.9683425844120415,0.33798074230729375,0.34345988633334673,0.10348469874927832,0.2477771337362372
Insect,m14.obj,-0.3386857604671357,-0.34268219852147563,-0.2880184097602293,-0.5450958210631042,0.638563458039174,-0.587080595200045,8.073334730859486e-05,0.9649280573575437,0.30089958449979937,0.31428576973891653,0.08913634417285926,0.2652458113420031
Insect,m3.obj,-0.25427103896966696,-0.06210040916614145,0.4406479310599694,-0.46480695753290036,0.639570975115344,-0.4620112922795605,6.511278914949591e-05,0.97554868400754,0.4799483298394918,0.48465748357423244,0.21730085178196057,0.41807339590139714
Insect,m1.obj,-0.30504585824334546,0.13070459594842926,2.5387557096504145,-0.16776322689444276,0.6549127087723123,-0.12817746734879604,0.00020391499162758145,0.9718390662600147,0.3989453768243723,0.4028119361413316,0.11928575670372671,0.3019762315241389
Insect,m16.obj,-0.49026969082685934,-0.23279061716968483,1.7035254996629827,-0.3698026619463022,0.5835782503431912,-0.43357781760420333,6.793414873690883e-05,0.9708584900226785,0.24826087316480305,0.2560496022620837,0.060978639190912835,0.22337456250958812
Insect,m17.obj,-0.4274715325481477,-0.34053893984025896,-0.24671418028025718,-0.5365072125331837,0.6771906768244697,-0.6033144062736515,8.197224877164638e-05,0.9674747403276767,0.3841475665978885,0.39243449276896325,0.14131298220959299,0.34252660267726803
Insect,m0.obj,-0.2793786166818275,-0.11877438643332705,0.3025547714079164,-0.42582656436123417,0.6837003653228837,-0.45657039705232727,0.00010143814453422174,0.9715422108869575,0.3999659020358568,0.41478485235730683,0.15056917273353201,0.34152119471705783
Insect,m26.obj,-0.18037010684357804,0.08480557700992142,0.6688182066123354,-0.3749016649135671,0.6524360328479029,-0.3854278884251994,7.300432119848856e-05,0.9725699310532698,0.45961158473309155,0.46579143407799684,0.2037340441393155,0.41138652594474046
Insect,D00160.obj,0.13122008863369808,1.516411320732995,3.3891049503814425,0.5871714485328746,0.6393723557582238,0.7195428893989244,0.0003345180153572626,0.981390396566328,0.547137053558772,0.5422775810663615,0.257399312684463,0.39352207784997684
Insect,m19.obj,-0.09756514072141853,-0.21123234489485337,-0.2284262456677655,-0.45877288563721225,0.6741021924341974,-0.5114569135537361,0.00012026865489819524,0.9793798171462884,0.42302174556375766,0.4353453884070089,0.16507757582571908,0.35909422560312637
Insect,m25.obj,-0.4969052324500383,-0.22541295982507065,2.1713756209732327,-0.4819781335882788,0.5924755053425501,-0.552153305052113,4.6212789231142487e-05,0.9706186018453938,0.2604046294509091,0.26788321892266176,0.07107579025368078,0.24280548351558498
Insect,m24.obj,0.09671974643174734,0.8804919816632591,1.5565964054021264,-0.11991675858820584,0.6759593489416315,-0.14858051040405265,0.00011461499580412377,0.9654409533476833,0.4611585099204814,0.4710709849295416,0.20117021009261823,0.37965928456716913
Insect,m18.obj,-0.35748388864847813,-0.06399983738228067,1.434473388581044,-0.426207129636623,0.6732650629620194,-0.5015812254009645,0.00012503402502391192,0.9731570372591525,0.5512312909322251,0.5657523226017626,0.2895551969744254,0.46543948734822915
Insect,m20.obj,-0.11761699579282942,0.0915770959586023,0.39171674754824876,-0.4023670903894971,0.7025897203781583,-0.43814949535267345,4.266953081576727e-05,0.9752858339157306,0.36537269697652713,0.38385552796311195,0.13916194388177702,0.34243155816786686
Insect,D00615.obj,-0.21959955331453393,-0.11724711286671091,0.09427585967455819,-0.4654553443130902,0.6184425421724663,-0.4634995725550282,2.3376403714077845e-05,0.9607266019292628,0.32954343479139114,0.338886215316564,0.10950558972126022,0.28147017218078374
Insect,m21.obj,0.030560894580005524,0.3174811160651398,0.4407924669228102,-0.3560035325402264,0.6865501234406165,-0.46060949096240883,4.604541745880794e-05,0.9768981743907948,0.4644391366005323,0.4808033271742497,0.21632142306933064,0.4326690964252983
Insect,D00774.obj,-0.4292957045136567,-0.27229162473555324,0.14427621075932073,-0.4841286134045018,0.6744003860814949,-0.552348567066381,6.41006645594944e-05,0.9719808965608953,0.37652466997165956,0.3850204945588954,0.13496821146105045,0.33541571584695207
Insect,m8.obj,0.47155764050193866,1.013608529146436,0.38121628431703175,-0.11116594155284527,0.7546714559901313,-0.011503035517023932,6.890994933495239e-05,0.959886075523238,0.47167447678834795,0.47637542235150143,0.210050412590855,0.41703426309366953
Insect,m23.obj,-0.4016227055230799,-0.07689540002317206,2.2236587171379916,-0.24570312036207417,0.5394133339090628,-0.2766433303957555,8.606061556478895e-05,0.9647361351979056,0.2965210436889767,0.30114860315679043,0.0781619478677139,0.2559221239708489
Insect,D00399.obj,-0.49687628097868597,-0.32450883201775443,0.025273477403366648,-0.5165780337238873,0.624987708554324,-0.5488741615708748,0.0002249044077124548,0.9575674473849451,0.34051944397552214,0.35278852692089957,0.10229558553587129,0.24940609755351092
Insect,m22.obj,0.01460614491366456,0.7578114386191159,1.8267699932741677,-0.046698532757472315,0.6771607928346798,-0.14144798803281008,0.00011066849252953696,0.9830928725907943,0.4447337528346842,0.45708076384850127,0.19010490302167413,0.374993179014537
Insect,D00788.obj,-0.32378636791108906,-0.2574681324916643,-0.1132805741813414,-0.5004611158710036,0.5973272583999686,-0.5626930436975565,2.997480566308693e-05,0.9710112679993308,0.350090739320189,0.3563769091510365,0.11919415052448776,0.3152833522209717
Insect,m9.obj,-0.26325499222167376,-0.2399574330808274,-0.1522330009545255,-0.5152490174503463,0.6006183569317102,-0.5329634486569005,4.5141213891388305e-05,0.9764711517950141,0.36165968498176926,0.36912425355243506,0.1201678556156599,0.30542389904049483
Insect,D00102.obj,-0.17872458380021933,-0.3104510094740191,-0.28772822410996135,-0.5393704399189508,0.6239295008996344,-0.584827968908344,8.041634286690153e-06,0.967202339062103,0.29522044381885054,0.3046500848074348,0.09033258955349856,0.25697548741669124
Insect,D00117.obj,0.15275595453105645,0.3294646707686942,0.16946702443963577,-0.2514343297777508,0.6435324051323815,-0.3089236658186662,5.487909502341366e-05,0.9642376619002323,0.3889012722882057,0.3950680034674496,0.1429264273382074,0.3495914762321012
Insect,D00895.obj,-0.45191503075197953,-0.3649178456134632,-0.29550352252618683,-0.554457489393974,0.5957712539659131,-0.6118829506003867,2.9754045724616534e-05,0.9640214705552131,0.2976595901521593,0.3048732318674209,0.08609280702077458,0.25364332754522095
Insect,D00315.obj,-0.29557065568702107,0.18689042865590394,2.937993694606162,0.16140743713048408,0.5413788200084718,0.369010549780387,0.0001871580721999144,0.9824834321896,0.3174089768159572,0.32256981120177974,0.08007504410651717,0.2477780937427
Insect,D00713.obj,-0.12903177410297323,0.8033704498912719,4.37130275889217,0.10579943606067768,0.6159885028035705,0.13600050658791554,7.719952631201965e-05,0.9640052452500514,0.36495204781424373,0.37368986026217993,0.12892953014425632,0.31094141673200654
Insect,D00855.obj,-0.29274407447438416,0.14549076243009926,2.4203177143150216,-0.16272037047731758,0.620646325697448,-0.07448387244951164,0.00016062533656242787,0.9718170091096979,0.33912792130212005,0.3454339571166693,0.09589923675901897,0.2675294720213073
Insect,D00672.obj,-0.10006194536132365,-0.08563770221197799,-0.06005740201478452,-0.3771967393347764,0.6745859550710246,-0.42211249006836815,0.00012095894283277408,0.9799040609614577,0.4285089341187486,0.4378924439607563,0.1694662296760675,0.35948304941294595
Insect,D00510.obj,-0.4924745661855632,-0.30285051068381813,0.278850361545456,-0.5242808773362772,0.6273782789585276,-0.5774469905513155,0.00012298134146363442,0.9715900805889548,0.3282431948422126,0.34384107447945744,0.1013705573167482,0.2659135953673967
Insect,D00662.obj,-0.1466642867695396,-0.1882808960007486,-0.17227834900695704,-0.4536125392590304,0.5840160856615162,-0.4593148378707032,6.349552418613517e-05,0.9664953516071287,0.29332123518628067,0.3043097253002528,0.08290004957611272,0.26113193465690343
Insect,D00884.obj,-0.07320392229460305,-0.12301730972069796,-0.1439080459228808,-0.4620288761707334,0.6608354113880521,-0.44598056498200206,6.327153396483112e-05,0.9749725951929382,0.3169054565415769,0.3250153084896947,0.09531824144701123,0.28039046916772276
Bookset,D01038.obj,0.6604913997392701,0.6027931042062222,-0.09296052127580412,0.8854592228870275,0.6163279115223552,0.8485120053583843,0.00015168124353173875,0.955902577348596,0.41703628033976703,0.4212843293854633,0.14764006306124833,0.3439740653900951
Bookset,D01199.obj,2.584749666654993,1.554439193768517,-0.25309488676213815,-0.05178797251830235,0.6914473498779661,0.20719796588161907,1.5688406107897537e-05,0.9709642666108181,0.5250821583569509,0.5276604274210721,0.2789622595713392,0.5039509373867472
Bookset,D01013.obj,8.518799316091124,4.164363945979454,-0.2965226226475083,0.9636098319529407,0.678396056275042,1.1775755469492666,1.4056945016056144e-05,0.9718561310735458,0.5094348527270892,0.5117416318159136,0.2653719151743515,0.499508479329039
Bookset,D01065.obj,7.831677485587402,1.7022856227752008,-0.30687612573831446,0.5612857701043085,0.6322222124699177,0.41852711679295374,1.863875909646442e-05,0.9691759803563958,0.4729562385046986,0.4751662745597234,0.22467277643988423,0.45746986909168674
Bookset,D01110.obj,3.9846683083311714,8.22069861957273,0.07751738079705585,0.7784819926078635,0.7690292149173736,1.5779435535646422,1.549066581528831e-05,0.9820570818516473,0.6305675190673824,0.6322948161398984,0.4039770306310278,0.6214254293973844
Bookset,D01135.obj,5.392998583606853,-0.3412075456731105,-0.31061254171274727,-0.5287640732656177,0.6475191761917397,-0.6088089844077126,7.094693398302567e-05,0.9742912800853623,0.5895752407559978,0.5926008521182169,0.3308100369102397,0.5115129413242101
Bookset,D01109.obj,5.823788422046139,0.11208673846615215,-0.31014460608667244,-0.44654871523208617,0.6695581827029317,-0.5677732480299629,8.127349128680497e-06,0.9734032632675469,0.7333807606676795,0.73764763773801,0.5542824977156966,0.7213822693661539
Bookset,D01096.obj,8.202127998942293,1.6239731370137465,-0.3075679899776948,-0.13824566091753632,0.7481956824127197,-0.06630202119154836,1.783789344794484e-05,0.9673849484942681,0.5800270864766932,0.5834752825374891,0.3355464098047039,0.5638485901828801
Bookset,D01108.obj,7.210432658452486,3.707063529836919,-0.292541998680376,1.0652884569694128,0.7436136106052793,0.6311952605198193,4.1409342458060807e-05,0.9695464595343298,0.6383119664927763,0.6378139874610892,0.3972977688215455,0.5959307549668649
Bookset,D01122.obj,3.0681655488299766,10.466550896744478,0.8809023350476385,1.8022206302028936,0.7437022832845142,1.420056924383946,1.6407504959279473e-05,0.9777588992725625,0.6688513289550402,0.6706921122698375,0.45367096910776317,0.652654633317348
Bookset,D01042.obj,4.199594433165683,7.581250450596849,-0.0201542131020095,1.0052507874905834,0.7060441600681133,1.279443735730006,2.296518170002148e-05,0.9682242424675495,0.6302356545882639,0.6375030480901356,0.3952407220094586,0.6085184528501181
Bookset,D01078.obj,1.8961178478538507,-0.10939145097083501,-0.30828783350369937,-0.4168889592746577,0.6890370087869462,-0.5307066863859303,5.853463349914674e-05,0.9666807100873618,0.5626734393248017,0.5706129521695996,0.29416289520475886,0.5133927031568708
Bookset,D01050.obj,3.483813353366104,11.013047913953907,0.64755784610118,1.5276660737876426,0.7325842537787529,1.6213988148298233,1.5748533486652206e-05,0.9713648656964347,0.677893685882451,0.6759815209137167,0.46360752296075036,0.6689155413666578
Bookset,D01182.obj,3.54958665607204,5.406952518793721,-0.07469844582754571,0.6221360392144963,0.6916261379266435,1.244553392956568,3.530819699783957e-05,0.9740423257193681,0.5491745131422548,0.5504020623934903,0.2993686250758087,0.5206929798473835
Bookset,D01009.obj,5.796409171568296,7.888470603362497,-0.17680390323593312,0.8844658601600826,0.7027316305033174,1.0070009761821845,1.2788904438778903e-05,0.964733566213955,0.6540619366657154,0.6637118104303105,0.42840437509341506,0.6313504216081677
Bookset,D01183.obj,3.032543779138552,7.640182160955024,0.3599180245200067,1.0276207952888,0.7931651242439941,1.3473367685619049,3.437209768527506e-05,0.9667012488126612,0.6784483997470147,0.6761385158747987,0.4463260303195347,0.6261758214310297
Bookset,D01030.obj,4.123520915943638,9.76969757667491,0.18425629038128993,0.6907574348593624,0.8234176924686866,1.553565287064226,1.2574384284075649e-05,0.965960786645011,0.6418751125245934,0.6462525074127907,0.41890696738301,0.6314049489912851
Bookset,D01184.obj,5.673292147430406,6.766439078370131,-0.2047142094725742,1.7433211120279186,0.6786554875318687,0.8310970296978726,2.289580798254786e-05,0.9660092921976834,0.6513752964369761,0.6561944544109075,0.4202753948320796,0.6187091748485424
Bookset,D01190.obj,2.600930683633742,1.697843304597779,-0.24524050801726874,2.535687711459377,0.66605102535348,1.671266254046688,0.00011583523426751646,0.9580924179950735,0.44083284847270904,0.43911912176968937,0.17157389996161515,0.37921348372731367
Bookset,D01146.obj,0.20342281746372343,0.6291019330490761,0.4998248640326851,1.0360630756413107,0.3242358527328366,1.5156577851352562,1.283205230847311e-05,0.9724152641745794,0.29655444927955765,0.2967653884630748,0.08965105534972415,0.2961708603059316
Tree,m1068.obj,-0.35700937648838077,-0.38078597700780953,-0.31058214627993724,-0.5678738929097024,0.5993705526226922,-0.6332965042289267,1.5913865296296588e-05,0.9712001052104631,0.4575338537215925,0.4660870740516516,0.21278978757971836,0.44192541542907404
Tree,m1097.obj,-0.6045927181840905,-0.38176382012646354,-0.3102638903210903,-0.49109636679747476,0.5142460705988936,-0.45257837511724436,1.0,0.9592382904966792,0.2733407692165394,0.27345542490760233,0.03610972343519266,0.050258236088492156
Tree,m1082.obj,-0.10404447932952855,0.6028579249538624,2.5124752336666027,0.7439898878236741,0.5501098262243722,1.9113534592154449,0.00012166363682248887,0.9743123321805213,0.3160299482009094,0.32615711487785165,0.07729790058228635,0.24667604625619063
Tree,m1096.obj,-0.45412892586790493,-0.35451385614185715,-0.27063065817005794,-0.5362119678248454,0.47595883212840695,-0.5856871768741403,6.772445602919823e-05,0.967475963444564,0.3606325729572423,0.3612855249563012,0.11100357518447682,0.30415960870184566
Tree,m1069.obj,-0.4665495800116057,-0.3789155189027502,-0.3099440461183875,-0.566883618279198,0.4911495333658894,-0.6317003470072812,5.8544532734254904e-05,0.9705107798208147,0.4060053963889896,0.40677901489602974,0.15466773134575398,0.36527260328163813
Tree,D00479.obj,0.35270375921453034,-0.35340440864100336,-0.31020706746072385,-0.5629794513058027,0.66303268096017,-0.6271591539036323,8.826376689654692e-06,0.9771919230528062,0.461024685537426,0.4698158624576191,0.22417040840098684,0.4608143500241609
Tree,m1095.obj,-0.4081131953838133,-0.2453053011123654,0.23764852633620057,-0.5273600411299857,0.5642926299180129,-0.5778613289750418,1.7517858405723244e-05,0.9596985023817335,0.46552807809410895,0.4721078557935712,0.21617857769135307,0.435124449395186
Tree,D00096.obj,-0.057634960500951744,-0.36966950054511816,-0.3102557272085615,-0.5472254344360904,0.5911093624272131,-0.6046324564480523,3.2661901114030146e-05,0.9779072807125927,0.2216433759408777,0.22096042615988806,0.047946171492774206,0.20787525458298897
Tree,D00727.obj,0.41851800379577664,-0.2292028949683429,-0.30102964547054556,-0.5343647771512432,0.6569650543604,-0.5992534959527773,2.143196437039888e-05,0.9655940893811472,0.5292106579915961,0.5293361377333726,0.27971882104755624,0.5115660176646377
Tree,m1091.obj,-0.2664423549877195,-0.292222731347218,-0.24572962547193258,-0.43053463987945806,0.4032143335954075,-0.4384651947665586,1.999296128528304e-05,0.9687898066598104,0.24293584830339782,0.24641320322491386,0.059384828970409344,0.22597616944666277
Tree,m1090.obj,-0.41743996134387534,-0.3621738078452738,-0.29753641891526694,-0.5511346901969465,0.6115048643323997,-0.6042757262823961,3.690567896452421e-05,0.9732998673850981,0.27843941470589395,0.29012475303675356,0.08019944559424164,0.24748688319802817
Tree,D00911.obj,0.8174271453734285,-0.3100292296263795,-0.3097800873754274,-0.5479189566128392,0.5434609438465186,-0.605506139795348,8.839202148474895e-06,0.9735174622366016,0.385128811415287,0.39144988789694346,0.15516762917838497,0.38257446221732294
Tree,m1079.obj,0.010693790396465104,0.40147230722930655,0.7169138630731087,1.3586798588976174,0.6263160528355435,2.43223214219949,0.0002930111322591886,0.9746989369095782,0.30925899988386846,0.3068495709681259,0.0539252501859229,0.1962284242417879
Tree,m1092.obj,0.13446700587622357,-0.012641255814204116,-0.17213187483873643,-0.46403399336265544,0.5974769243612924,-0.4834945738843471,8.071289314412225e-06,0.9633013014235434,0.3858396573159633,0.4017732348547866,0.15325600659956773,0.3675080288218799
Tree,m1086.obj,-0.14026716305761366,-0.31205517709303476,-0.2931625927163104,-0.46430056434930406,0.6769008218489221,-0.5199402626557774,0.00034124367285485573,0.9739680053999992,0.33538387755768495,0.34118996615039054,0.06175847039327096,0.20254316919911775
Tree,D00456.obj,-0.5676806607266799,-0.37945978555880494,-0.3069679071945664,-0.5551118553912129,0.4433542257973143,-0.6168179932321594,0.0005971357564788445,0.9477020614463671,0.15359250712912884,0.15916981929964313,0.011651105242874731,0.07614602888061961
Tree,m1093.obj,-0.42552229969850197,-0.36594646993009294,-0.3011192191439233,-0.5556244999640104,0.39374559268321063,-0.6056284431560728,5.2328372616887694e-05,0.975366648189782,0.2980899593288323,0.30602361305020376,0.0803318340422106,0.2501075987376978
Tree,m1078.obj,-0.35581351227645835,-0.2977532762716068,-0.18965064543512944,-0.3451917889702016,0.5579599610604589,-0.368742766334978,0.00041273042301454254,0.9704539797527276,0.30690461646712763,0.30926616733524565,0.06686464673664103,0.21195138709058242
Tree,m1050.obj,0.2641833895417965,-0.24569634492536876,-0.2985469337282313,-0.48025968679606873,0.6044694144178017,-0.5229198987071171,3.777336997728121e-05,0.9641060196669439,0.3403177078713732,0.34460169963855075,0.11164263877033012,0.3186009434160663
Tree,D00223.obj,0.6225183206236776,-0.26054496245348535,-0.3069950713565757,-0.5383693586907835,0.6224714584038701,-0.5893649307151276,4.0579808181178114e-05,0.9726340515518914,0.4302951270836376,0.4321480956122043,0.18081271665028956,0.40241136705587327
Tree,D00221.obj,1.2173039907971035,-0.04857866626121891,-0.301864709083786,-0.4607330103300281,0.5242725659974515,-0.4855483007663102,3.269453390603658e-05,0.9651349197324349,0.36424078531466425,0.3660132388542073,0.13110508965792525,0.3484919427158372
Tree,D00393.obj,-0.08343866738343789,-0.34762707792382735,-0.30749211924904096,-0.5598038140743947,0.6236279698637851,-0.6231532372541123,4.502905657841442e-05,0.9602691707197313,0.4773929418131559,0.4784850737469922,0.2180032554814637,0.43879127001112095
Tree,D00810.obj,0.28662409416000806,-0.32114667017552656,-0.30836784938415973,-0.5329269013906831,0.5955175043974594,-0.5954428873700626,2.79452604915675e-05,0.9674727255450352,0.32775776437320747,0.33298357059275174,0.10876112638164505,0.31557203038145304
Tree,D00385.obj,0.3530156445773063,-0.14965885700486026,-0.2839404730646707,-0.45433110629901863,0.5713465386797262,-0.5143098549188432,1.5087850201603669e-05,0.9665270939417446,0.38377919984676095,0.38709006114431593,0.15192982496839708,0.37740862949862003
Tree,D00439.obj,-0.47984653512731806,-0.24843208777206474,1.0534260847337427,-0.48272367471936745,0.4728458341319626,-0.5356536567030299,2.106990224625232e-05,0.9742199186040024,0.3605504172354987,0.36614146127916924,0.13035752184094002,0.3452145311673587
Tree,D00834.obj,-0.6395674027341471,-0.3798247199292124,-0.21058731391098923,-0.5606643944116578,0.4173874571066557,-0.6203865465908242,0.00024435477659768954,0.9646967596355681,0.18606066743641891,0.19521555281666922,0.023698215825235073,0.12479116185934086
